id;Категория;Подкатегория;Название;Name (EN);Что искать (запрос);Тип модели;Риг/особенности;Трис;Иконка;Вес, кг;Милестоун;Статус;Заметка
367;Разное;Хлам и мелочи;Мяч;basketball;low poly basketball 3d model;На земле / в инвентаре;статичная;200-800;да;0.6;M3;Нет;
368;Разное;Хлам и мелочи;Плюшевая игрушка;teddy bear;low poly teddy bear 3d model;На земле / в инвентаре;статичная;200-800;да;0.3;M3;Нет;
369;Разное;Хлам и мелочи;Кукла;doll;low poly doll 3d model;На земле / в инвентаре;статичная;200-800;да;0.3;M3;Нет;
370;Разное;Хлам и мелочи;Губная гармошка;harmonica;low poly harmonica 3d model;На земле / в инвентаре;статичная;200-800;да;0.1;M3;Нет;
371;Разное;Хлам и мелочи;Гитара;acoustic guitar;low poly acoustic guitar 3d model;На земле / в инвентаре;статичная;200-800;да;2.5;M3;Нет;
372;Разное;Хлам и мелочи;Зонт;umbrella;low poly umbrella 3d model;На земле / в инвентаре;статичная;200-800;да;0.6;M3;Нет;держится в руке
373;Разное;Хлам и мелочи;Туалетная бумага;toilet paper roll;low poly toilet paper roll 3d model;На земле / в инвентаре;статичная;200-800;да;0.1;M3;Нет;
374;Разное;Хлам и мелочи;Мыло;soap bar;low poly soap bar 3d model;На земле / в инвентаре;статичная;200-800;да;0.1;M3;Нет;
375;Разное;Хлам и мелочи;Шампунь;shampoo bottle;low poly shampoo bottle 3d model;На земле / в инвентаре;статичная;200-800;да;0.4;M3;Нет;
376;Разное;Хлам и мелочи;Зубная щётка;toothbrush;low poly toothbrush 3d model;На земле / в инвентаре;статичная;200-800;да;0.02;M3;Нет;
377;Разное;Хлам и мелочи;Полотенце;towel;low poly towel 3d model;На земле / в инвентаре;статичная;200-800;да;0.3;M3;Нет;
378;Разное;Хлам и мелочи;Отбеливатель;bleach bottle;low poly bleach bottle 3d model;На земле / в инвентаре;статичная;200-800;да;1.5;M3;Нет;
379;Разное;Хлам и мелочи;Моющее средство;detergent bottle;low poly detergent bottle 3d model;На земле / в инвентаре;статичная;200-800;да;1.5;M3;Нет;
380;Разное;Хлам и мелочи;Губка;sponge;low poly sponge 3d model;На земле / в инвентаре;статичная;200-800;да;0.01;M3;Нет;
381;Разное;Хлам и мелочи;Расчёска;comb;low poly comb 3d model;На земле / в инвентаре;статичная;200-800;да;0.02;M3;Нет;
382;Разное;Хлам и мелочи;Помада;lipstick;low poly lipstick 3d model;На земле / в инвентаре;статичная;200-800;да;0.01;M3;Нет;
383;Разное;Хлам и мелочи;Очки;eyeglasses;low poly eyeglasses 3d model;На земле / в инвентаре;статичная;200-800;да;0.05;M3;Нет;надевается, для черты Близорукий
384;Разное;Хлам и мелочи;Мусорный мешок;garbage bag;low poly garbage bag 3d model;На земле / в инвентаре;статичная;200-800;да;0.05;M3;Нет;
385;Разное;Хлам и мелочи;Мешок для трупов;body bag;low poly body bag 3d model;На земле / в инвентаре;статичная;200-800;да;1.0;M3;Нет;
386;Разное;Хлам и мелочи;Пакет;plastic bag;low poly plastic bag 3d model;На земле / в инвентаре;статичная;200-800;да;0.02;M3;Нет;контейнер
387;Разное;Хлам и мелочи;Бумажный пакет;paper bag;low poly paper bag 3d model;На земле / в инвентаре;статичная;200-800;да;0.05;M3;Нет;контейнер
388;Разное;Хлам и мелочи;Картонная коробка;cardboard box;low poly cardboard box 3d model;На земле / в инвентаре;статичная;200-800;да;0.5;M3;Нет;контейнер
389;Разное;Хлам и мелочи;Бейдж / удостоверение;id badge;low poly id badge 3d model;На земле / в инвентаре;статичная;200-800;да;0.01;M3;Нет;
390;Разное;Хлам и мелочи;Кольцо;ring jewelry;low poly ring jewelry 3d model;На земле / в инвентаре;статичная;200-800;да;0.01;M3;Нет;
391;Разное;Хлам и мелочи;Цепочка;necklace;low poly necklace 3d model;На земле / в инвентаре;статичная;200-800;да;0.01;M3;Нет;
392;Разное;Хлам и мелочи;Серьги;earrings;low poly earrings 3d model;На земле / в инвентаре;статичная;200-800;да;0.01;M3;Нет;
393;Разное;Хлам и мелочи;Сотовый пейджер;pager 90s;low poly pager 90s 3d model;На земле / в инвентаре;статичная;200-800;да;0.1;M3;Нет;
394;Одежда;Головные уборы;Бейсболка;baseball cap;low poly baseball cap 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.1;M4;Нет;
395;Одежда;Головные уборы;Вязаная шапка;beanie;low poly beanie 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.1;M4;Нет;
396;Одежда;Головные уборы;Ковбойская шляпа;cowboy hat;low poly cowboy hat 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
397;Одежда;Головные уборы;Панама;bucket hat;low poly bucket hat 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.1;M4;Нет;
398;Одежда;Головные уборы;Мотоциклетный шлем;motorcycle helmet;low poly motorcycle helmet 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.5;M4;Нет;
399;Одежда;Головные уборы;Строительная каска;hard hat;low poly hard hat 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.5;M4;Нет;
400;Одежда;Головные уборы;Пожарный шлем;firefighter helmet;low poly firefighter helmet 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.5;M4;Нет;
401;Одежда;Головные уборы;Военный шлем;military helmet;low poly military helmet 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.5;M4;Нет;
402;Одежда;Головные уборы;Полицейская фуражка;police cap;low poly police cap 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
403;Одежда;Головные уборы;Хоккейная маска;hockey mask;low poly hockey mask 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
404;Одежда;Головные уборы;Бандана;bandana;low poly bandana 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.05;M4;Нет;
405;Одежда;Головные уборы;Противогаз;gas mask;low poly gas mask 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.0;M4;Нет;
406;Одежда;Головные уборы;Медицинская маска;surgical mask;low poly surgical mask 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.01;M4;Нет;
407;Одежда;Головные уборы;Солнцезащитные очки;sunglasses;low poly sunglasses 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.05;M4;Нет;
408;Одежда;Головные уборы;Лыжные очки;ski goggles;low poly ski goggles 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
409;Одежда;Головные уборы;Балаклава;balaclava;low poly balaclava 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.1;M4;Нет;
410;Одежда;Головные уборы;Шапка-ушанка;winter trapper hat;low poly winter trapper hat 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
411;Одежда;Головные уборы;Велосипедный шлем;bike helmet;low poly bike helmet 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.4;M4;Нет;
412;Одежда;Головные уборы;Футбольный шлем;american football helmet;low poly american football helmet 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.3;M4;Нет;
413;Одежда;Торс: нижний слой;Футболка;t-shirt;low poly t-shirt 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;много текстур
414;Одежда;Торс: нижний слой;Майка;tank top;low poly tank top 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.1;M4;Нет;
415;Одежда;Торс: нижний слой;Рубашка с коротким рукавом;short sleeve shirt;low poly short sleeve shirt 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
416;Одежда;Торс: нижний слой;Рубашка;dress shirt long sleeve;low poly dress shirt long sleeve 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
417;Одежда;Торс: нижний слой;Фланелевая рубашка;flannel shirt;low poly flannel shirt 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.4;M4;Нет;
418;Одежда;Торс: нижний слой;Поло;polo shirt;low poly polo shirt 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
419;Одежда;Торс: нижний слой;Термобельё (верх);thermal undershirt;low poly thermal undershirt 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
420;Одежда;Торс: нижний слой;Больничная рубашка;hospital gown;low poly hospital gown 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
421;Одежда;Торс: нижний слой;Форма медсестры (верх);scrubs top;low poly scrubs top 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
422;Одежда;Торс: нижний слой;Полицейская рубашка;police uniform shirt;low poly police uniform shirt 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
423;Одежда;Торс: средний слой;Свитер;sweater;low poly sweater 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.5;M4;Нет;
424;Одежда;Торс: средний слой;Худи;hoodie;low poly hoodie 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.6;M4;Нет;
425;Одежда;Торс: средний слой;Кардиган;cardigan;low poly cardigan 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.4;M4;Нет;
426;Одежда;Торс: средний слой;Жилет;vest;low poly vest 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
427;Одежда;Торс: средний слой;Свитшот;sweatshirt;low poly sweatshirt 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.5;M4;Нет;
428;Одежда;Торс: верхний слой;Джинсовая куртка;denim jacket;low poly denim jacket 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.0;M4;Нет;
429;Одежда;Торс: верхний слой;Кожаная куртка;leather jacket;low poly leather jacket 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.5;M4;Нет;
430;Одежда;Торс: верхний слой;Бомбер;bomber jacket;low poly bomber jacket 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.2;M4;Нет;
431;Одежда;Торс: верхний слой;Ветровка;windbreaker;low poly windbreaker 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.6;M4;Нет;
432;Одежда;Торс: верхний слой;Пуховик;puffer jacket;low poly puffer jacket 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.2;M4;Нет;
433;Одежда;Торс: верхний слой;Зимнее пальто;winter coat;low poly winter coat 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;2.0;M4;Нет;
434;Одежда;Торс: верхний слой;Плащ-дождевик;raincoat;low poly raincoat 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.8;M4;Нет;
435;Одежда;Торс: верхний слой;Пиджак;suit jacket;low poly suit jacket 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.0;M4;Нет;
436;Одежда;Торс: верхний слой;Лабораторный халат;lab coat;low poly lab coat 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.6;M4;Нет;
437;Одежда;Торс: верхний слой;Пожарная куртка;firefighter jacket;low poly firefighter jacket 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;3.0;M4;Нет;
438;Одежда;Торс: верхний слой;Военная куртка;military field jacket;low poly military field jacket 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.5;M4;Нет;
439;Одежда;Торс: верхний слой;Бронежилет полицейский;police bulletproof vest;low poly police bulletproof vest 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;3.0;M4;Нет;
440;Одежда;Торс: верхний слой;Военный бронежилет;military plate carrier;low poly military plate carrier 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;5.0;M4;Нет;
441;Одежда;Торс: верхний слой;Светоотражающий жилет;hi-vis safety vest;low poly hi-vis safety vest 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
442;Одежда;Торс: верхний слой;Охотничья куртка;hunting jacket camo;low poly hunting jacket camo 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.5;M4;Нет;
443;Одежда;Торс: верхний слой;Фартук;apron;low poly apron 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
444;Одежда;Торс: верхний слой;Мотокуртка;motorcycle leather jacket;low poly motorcycle leather jacket 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;2.0;M4;Нет;
445;Одежда;Ноги;Джинсы;jeans;low poly jeans 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.8;M4;Нет;
446;Одежда;Ноги;Брюки классические;suit trousers;low poly suit trousers 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.6;M4;Нет;
447;Одежда;Ноги;Карго;cargo pants;low poly cargo pants 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.8;M4;Нет;
448;Одежда;Ноги;Спортивные штаны;sweatpants;low poly sweatpants 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.5;M4;Нет;
449;Одежда;Ноги;Шорты;shorts;low poly shorts 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
450;Одежда;Ноги;Юбка;skirt;low poly skirt 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
451;Одежда;Ноги;Военные штаны;military pants camo;low poly military pants camo 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.9;M4;Нет;
452;Одежда;Ноги;Пожарные штаны;firefighter pants;low poly firefighter pants 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;2.5;M4;Нет;
453;Одежда;Ноги;Полицейские брюки;police trousers;low poly police trousers 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.6;M4;Нет;
454;Одежда;Ноги;Рабочий комбинезон;work overalls;low poly work overalls 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.2;M4;Нет;
455;Одежда;Ноги;Термобельё (низ);thermal leggings;low poly thermal leggings 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
456;Одежда;Ноги;Форма медсестры (низ);scrubs pants;low poly scrubs pants 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
457;Одежда;Ноги;Кожаные штаны;leather pants;low poly leather pants 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.2;M4;Нет;
458;Одежда;Ноги;Лыжные штаны;ski pants;low poly ski pants 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.0;M4;Нет;
459;Одежда;Бельё и носки;Трусы;boxer shorts;low poly boxer shorts 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.05;M4;Нет;
460;Одежда;Бельё и носки;Бельё женское;women underwear;low poly women underwear 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.05;M4;Нет;
461;Одежда;Бельё и носки;Носки;socks;low poly socks 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.05;M4;Нет;
462;Одежда;Бельё и носки;Носки тёплые;wool socks;low poly wool socks 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.1;M4;Нет;
463;Одежда;Обувь;Кроссовки;sneakers;low poly sneakers 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.8;M4;Нет;
464;Одежда;Обувь;Кеды;canvas shoes;low poly canvas shoes 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.6;M4;Нет;
465;Одежда;Обувь;Туфли;dress shoes;low poly dress shoes 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.8;M4;Нет;
466;Одежда;Обувь;Ботинки рабочие;work boots;low poly work boots 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.5;M4;Нет;
467;Одежда;Обувь;Военные берцы;military combat boots;low poly military combat boots 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.5;M4;Нет;
468;Одежда;Обувь;Резиновые сапоги;rubber boots;low poly rubber boots 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.2;M4;Нет;
469;Одежда;Обувь;Ковбойские сапоги;cowboy boots;low poly cowboy boots 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.3;M4;Нет;
470;Одежда;Обувь;Тапочки;slippers;low poly slippers 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.3;M4;Нет;
471;Одежда;Обувь;Шлёпанцы;flip flops;low poly flip flops 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
472;Одежда;Обувь;Туфли на каблуке;high heels;low poly high heels 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.5;M4;Нет;
473;Одежда;Обувь;Зимние ботинки;winter snow boots;low poly winter snow boots 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;1.8;M4;Нет;
474;Одежда;Обувь;Пожарные сапоги;firefighter boots;low poly firefighter boots 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;2.5;M4;Нет;
475;Одежда;Руки и аксессуары;Перчатки рабочие;work gloves;low poly work gloves 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
476;Одежда;Руки и аксессуары;Кожаные перчатки;leather gloves;low poly leather gloves 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
477;Одежда;Руки и аксессуары;Перчатки без пальцев;fingerless gloves;low poly fingerless gloves 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.1;M4;Нет;
478;Одежда;Руки и аксессуары;Зимние варежки;winter mittens;low poly winter mittens 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
479;Одежда;Руки и аксессуары;Шарф;scarf;low poly scarf 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;
480;Одежда;Руки и аксессуары;Галстук;necktie;low poly necktie 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.05;M4;Нет;
481;Одежда;Руки и аксессуары;Ремень;leather belt;low poly leather belt 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.2;M4;Нет;даёт 2 слота на поясе
482;Одежда;Руки и аксессуары;Тактический пояс;tactical belt;low poly tactical belt 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.5;M4;Нет;даёт 4 слота
483;Одежда;Руки и аксессуары;Налокотники/наколенники;knee pads;low poly knee pads 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.4;M4;Нет;
484;Одежда;Руки и аксессуары;Наручи (самодельные);makeshift arm guards;low poly makeshift arm guards 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0.5;M4;Нет;крафт, защита от укусов
485;Одежда;Сумки и рюкзаки;Школьный рюкзак;school backpack;low poly school backpack 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;0.5;M4;Нет;
486;Одежда;Сумки и рюкзаки;Походный рюкзак;hiking backpack;low poly hiking backpack 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;1.0;M4;Нет;
487;Одежда;Сумки и рюкзаки;Большой туристический рюкзак;large hiking backpack;low poly large hiking backpack 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;1.5;M4;Нет;
488;Одежда;Сумки и рюкзаки;Военный рюкзак;military rucksack;low poly military rucksack 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;1.5;M4;Нет;
489;Одежда;Сумки и рюкзаки;Спортивная сумка;duffel bag;low poly duffel bag 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;0.8;M4;Нет;
490;Одежда;Сумки и рюкзаки;Сумка через плечо;messenger bag;low poly messenger bag 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;0.4;M4;Нет;
491;Одежда;Сумки и рюкзаки;Поясная сумка;fanny pack;low poly fanny pack 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;0.2;M4;Нет;
492;Одежда;Сумки и рюкзаки;Дамская сумочка;handbag purse;low poly handbag purse 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;0.3;M4;Нет;
493;Одежда;Сумки и рюкзаки;Сумка для инструментов;tool bag;low poly tool bag 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;1.0;M4;Нет;
494;Одежда;Сумки и рюкзаки;Чемодан;suitcase;low poly suitcase 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;2.5;M4;Нет;
495;Одежда;Сумки и рюкзаки;Сумка-холодильник;cooler bag;low poly cooler bag 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;1.0;M4;Нет;
496;Одежда;Сумки и рюкзаки;Самодельный рюкзак;makeshift sack backpack;low poly makeshift sack backpack 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;0.5;M4;Нет;крафт
497;Одежда;Сумки и рюкзаки;Разгрузочный жилет;tactical chest rig;low poly tactical chest rig 3d model;Сумка на персонаже;скиннинг на общий скелет;1000-2000;да;1.0;M4;Нет;
498;Мебель и объекты;Контейнеры;Шкаф платяной;wardrobe;low poly wardrobe 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;40;M1;Нет;
499;Мебель и объекты;Контейнеры;Комод;dresser;low poly dresser 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;30;M1;Нет;
500;Мебель и объекты;Контейнеры;Тумбочка;nightstand;low poly nightstand 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;10;M1;Нет;
501;Мебель и объекты;Контейнеры;Кухонный шкаф (верхний);kitchen wall cabinet;low poly kitchen wall cabinet 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;15;M1;Нет;
502;Мебель и объекты;Контейнеры;Кухонный шкаф (нижний);kitchen base cabinet;low poly kitchen base cabinet 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;25;M1;Нет;
503;Мебель и объекты;Контейнеры;Холодильник;fridge 90s;low poly fridge 90s 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;60;M1;Нет;
504;Мебель и объекты;Контейнеры;Морозилка;chest freezer;low poly chest freezer 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;50;M1;Нет;
505;Мебель и объекты;Контейнеры;Плита;kitchen stove;low poly kitchen stove 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;50;M1;Нет;
506;Мебель и объекты;Контейнеры;Микроволновка;microwave;low poly microwave 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;12;M1;Нет;
507;Мебель и объекты;Контейнеры;Мусорный бак;trash can;low poly trash can 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;5;M1;Нет;
508;Мебель и объекты;Контейнеры;Мусорный контейнер уличный;dumpster;low poly dumpster 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;200;M1;Нет;
509;Мебель и объекты;Контейнеры;Почтовый ящик;mailbox;low poly mailbox 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;5;M1;Нет;
510;Мебель и объекты;Контейнеры;Ящик для инструментов;toolbox;low poly toolbox 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;3;M1;Нет;
511;Мебель и объекты;Контейнеры;Металлический шкаф;metal locker;low poly metal locker 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;30;M1;Нет;
512;Мебель и объекты;Контейнеры;Картотека;filing cabinet;low poly filing cabinet 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;30;M1;Нет;
513;Мебель и объекты;Контейнеры;Стеллаж;metal shelving;low poly metal shelving 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;20;M1;Нет;
514;Мебель и объекты;Контейнеры;Полка книжная;bookshelf;low poly bookshelf 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;25;M1;Нет;
515;Мебель и объекты;Контейнеры;Магазинный стеллаж;store shelf;low poly store shelf 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;30;M1;Нет;
516;Мебель и объекты;Контейнеры;Холодильник магазинный;store drinks fridge;low poly store drinks fridge 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;80;M1;Нет;
517;Мебель и объекты;Контейнеры;Кассовый аппарат;cash register;low poly cash register 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;10;M1;Нет;
518;Мебель и объекты;Контейнеры;Деревянный ящик;wooden crate;low poly wooden crate 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;5;M1;Нет;
519;Мебель и объекты;Контейнеры;Сейф;safe;low poly safe 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;100;M1;Нет;
520;Мебель и объекты;Контейнеры;Шкафчик для оружия;gun cabinet;low poly gun cabinet 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;60;M1;Нет;
521;Мебель и объекты;Контейнеры;Медицинский шкаф;medicine cabinet;low poly medicine cabinet 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;10;M1;Нет;
522;Мебель и объекты;Контейнеры;Аптечка настенная;wall first aid box;low poly wall first aid box 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;3;M1;Нет;
523;Мебель и объекты;Контейнеры;Торговый автомат;vending machine;low poly vending machine 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;150;M1;Нет;
524;Мебель и объекты;Мебель;Кровать двуспальная;double bed;low poly double bed 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;60;M3;Нет;
525;Мебель и объекты;Мебель;Кровать односпальная;single bed;low poly single bed 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;40;M3;Нет;
526;Мебель и объекты;Мебель;Двухъярусная кровать;bunk bed;low poly bunk bed 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;60;M3;Нет;
527;Мебель и объекты;Мебель;Диван;sofa couch;low poly sofa couch 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;50;M3;Нет;
528;Мебель и объекты;Мебель;Кресло;armchair;low poly armchair 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;25;M3;Нет;
529;Мебель и объекты;Мебель;Стол обеденный;dining table;low poly dining table 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;30;M3;Нет;
530;Мебель и объекты;Мебель;Стул;wooden chair;low poly wooden chair 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;5;M3;Нет;
531;Мебель и объекты;Мебель;Письменный стол;office desk;low poly office desk 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;30;M3;Нет;
532;Мебель и объекты;Мебель;Офисное кресло;office chair;low poly office chair 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;10;M3;Нет;
533;Мебель и объекты;Мебель;Журнальный столик;coffee table;low poly coffee table 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;15;M3;Нет;
534;Мебель и объекты;Мебель;Телевизор;crt television 90s;low poly crt television 90s 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;25;M3;Нет;
